LUGAR,FECHA_HECHOS,LOCALIDAD,BARRIO_HECHOS,ARTICULO,EDAD,CAPITULO,NÚMERO_COMPORTAMIENTO,AÑO_NUM
BUCARAMANGA - CM,29/07/2020,03. SAN FRANCISCO,CHAPINERO,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,43,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 2,2020
BUCARAMANGA - CM,29/07/2020,03. SAN FRANCISCO,SAN RAFAEL,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,42,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 2,2020
BUCARAMANGA - CM,29/07/2020,02. NORORIENTAL,BOSQUE NORTE,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,25,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2020
BUCARAMANGA - CM,30/04/2020,03. SAN FRANCISCO,MODELO,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,36,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 1,2020
BUCARAMANGA - CM,30/04/2020,03. SAN FRANCISCO,MODELO,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,49,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 1,2020
BUCARAMANGA - CM,30/06/2020,03. SAN FRANCISCO,CHAPINERO,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,23,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 1,2020
BUCARAMANGA - CM,30/06/2020,03. SAN FRANCISCO,CHAPINERO,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,20,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 2,2020
BUCARAMANGA - CM,30/07/2020,03. SAN FRANCISCO,COMUNEROS,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,37,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 2,2020
BUCARAMANGA - CM,30/07/2020,03. SAN FRANCISCO,SAN RAFAEL,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,27,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 2,2020
BUCARAMANGA - CM,30/07/2020,03. SAN FRANCISCO,COMUNEROS,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,36,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 2,2020
BUCARAMANGA - CM,30/07/2020,03. SAN FRANCISCO,COMUNEROS,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,33,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 2,2020
BUCARAMANGA - CM,30/07/2020,03. SAN FRANCISCO,CHAPINERO,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,27,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 2,2020
BUCARAMANGA - CM,09/04/2020,02. NORORIENTAL,VILLA MERCEDES,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,21,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 2,2020
BUCARAMANGA - CM,04/11/2020,03. SAN FRANCISCO,CHAPINERO,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,33,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 3,2020
BUCARAMANGA - CM,15/05/2020,03. SAN FRANCISCO,CHAPINERO,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,20,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 2,2020
BUCARAMANGA - CM,01/11/2020,03. SAN FRANCISCO,MUTUALIDAD,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,28,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2020
BUCARAMANGA - CM,01/11/2020,03. SAN FRANCISCO,MUTUALIDAD,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,26,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2020
BUCARAMANGA - CM,01/11/2020,03. SAN FRANCISCO,CHAPINERO,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,32,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 3,2020
BUCARAMANGA - CM,01/12/2020,03. SAN FRANCISCO,CHAPINERO,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,19,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 7,2020
BUCARAMANGA - CM,02/05/2020,02. NORORIENTAL,LA ESPERANZA II,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,32,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 1,2020
BUCARAMANGA - CM,02/10/2020,03. SAN FRANCISCO,COMUNEROS,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,29,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2020
BUCARAMANGA - CM,02/11/2020,02. NORORIENTAL,LA INDEPENDENCIA,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,28,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2020
BUCARAMANGA - CM,03/04/2020,03. SAN FRANCISCO,SAN RAFAEL,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,24,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 2,2020
BUCARAMANGA - CM,03/04/2020,03. SAN FRANCISCO,SAN RAFAEL,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,24,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 2,2020
BUCARAMANGA - CM,03/06/2020,03. SAN FRANCISCO,COMUNEROS,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,54,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2020
BUCARAMANGA - CM,03/09/2020,03. SAN FRANCISCO,SAN RAFAEL,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,28,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2020
BUCARAMANGA - CM,03/09/2020,03. SAN FRANCISCO,CHAPINERO,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,19,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2020
BUCARAMANGA - CM,03/09/2020,03. SAN FRANCISCO,SAN RAFAEL,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,19,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 2,2020
BUCARAMANGA - CM,03/09/2020,03. SAN FRANCISCO,SAN RAFAEL,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,44,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 2,2020
BUCARAMANGA - CM,03/09/2020,03. SAN FRANCISCO,SAN RAFAEL,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,20,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 2,2020
BUCARAMANGA - CM,03/09/2020,03. SAN FRANCISCO,SAN RAFAEL,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,33,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 2,2020
BUCARAMANGA - CM,03/10/2020,03. SAN FRANCISCO,COMUNEROS,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,26,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 2,2020
BUCARAMANGA - CM,03/10/2020,03. SAN FRANCISCO,COMUNEROS,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,25,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 2,2020
BUCARAMANGA - CM,03/10/2020,03. SAN FRANCISCO,CHAPINERO,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,35,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 7,2020
BUCARAMANGA - CM,03/11/2020,02. NORORIENTAL,LA INDEPENDENCIA,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,23,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2020
BUCARAMANGA - CM,03/12/2020,03. SAN FRANCISCO,SAN RAFAEL,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,24,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2020
BUCARAMANGA - CM,04/09/2020,03. SAN FRANCISCO,COMUNEROS,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,21,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 2,2020
BUCARAMANGA - CM,04/09/2020,03. SAN FRANCISCO,COMUNEROS,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,24,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 2,2020
BUCARAMANGA - CM,04/10/2020,03. SAN FRANCISCO,SAN RAFAEL,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,26,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2020
BUCARAMANGA - CM,05/04/2020,02. NORORIENTAL,LA INDEPENDENCIA,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,27,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 2,2020
BUCARAMANGA - CM,05/09/2020,03. SAN FRANCISCO,COMUNEROS,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,25,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 2,2020
BUCARAMANGA - CM,05/09/2020,03. SAN FRANCISCO,CHAPINERO,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,47,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 2,2020
BUCARAMANGA - CM,05/09/2020,03. SAN FRANCISCO,CHAPINERO,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,50,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 2,2020
BUCARAMANGA - CM,05/09/2020,03. SAN FRANCISCO,CHAPINERO,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,34,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 2,2020
BUCARAMANGA - CM,05/09/2020,03. SAN FRANCISCO,CHAPINERO,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,30,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 2,2020
BUCARAMANGA - CM,05/11/2020,03. SAN FRANCISCO,CHAPINERO,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,33,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2020
BUCARAMANGA - CM,05/12/2020,03. SAN FRANCISCO,COMUNEROS,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,20,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2020
BUCARAMANGA - CM,06/09/2020,03. SAN FRANCISCO,COMUNEROS,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,28,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2020
BUCARAMANGA - CM,06/09/2020,03. SAN FRANCISCO,CHAPINERO,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,23,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 2,2020
BUCARAMANGA - CM,06/09/2020,03. SAN FRANCISCO,CHAPINERO,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,22,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 2,2020
BUCARAMANGA - CM,06/09/2020,03. SAN FRANCISCO,MUTUALIDAD,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,52,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 2,2020
BUCARAMANGA - CM,06/09/2020,03. SAN FRANCISCO,MUTUALIDAD,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,37,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 2,2020
BUCARAMANGA - CM,06/11/2020,03. SAN FRANCISCO,COMUNEROS,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,19,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2020
BUCARAMANGA - CM,06/12/2020,03. SAN FRANCISCO,COMUNEROS,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,25,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 2,2020
BUCARAMANGA - CM,06/12/2020,03. SAN FRANCISCO,CHAPINERO,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,24,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 1,2020
BUCARAMANGA - CM,06/12/2020,03. SAN FRANCISCO,SAN RAFAEL,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,42,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 3,2020
BUCARAMANGA - CM,06/12/2020,03. SAN FRANCISCO,CHAPINERO,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,20,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 1,2020
BUCARAMANGA - CM,07/09/2020,03. SAN FRANCISCO,SAN RAFAEL,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,44,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 2,2020
BUCARAMANGA - CM,07/09/2020,03. SAN FRANCISCO,SAN RAFAEL,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,26,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 2,2020
BUCARAMANGA - CM,07/10/2020,03. SAN FRANCISCO,SAN RAFAEL,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,22,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 2,2020
BUCARAMANGA - CM,07/11/2020,03. SAN FRANCISCO,CHAPINERO,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,47,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2020
BUCARAMANGA - CM,08/09/2020,03. SAN FRANCISCO,CHAPINERO,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,38,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 1,2020
BUCARAMANGA - CM,08/10/2020,03. SAN FRANCISCO,SAN RAFAEL,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,53,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 1,2020
BUCARAMANGA - CM,08/10/2020,03. SAN FRANCISCO,SAN RAFAEL,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,29,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 1,2020
BUCARAMANGA - CM,08/12/2020,03. SAN FRANCISCO,SAN RAFAEL,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,37,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 2,2020
BUCARAMANGA - CM,08/12/2020,03. SAN FRANCISCO,COMUNEROS,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,45,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 2,2020
BUCARAMANGA - CM,08/12/2020,03. SAN FRANCISCO,SAN RAFAEL,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,25,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2020
BUCARAMANGA - CM,08/12/2020,03. SAN FRANCISCO,SAN RAFAEL,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,26,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2020
BUCARAMANGA - CM,09/10/2020,03. SAN FRANCISCO,SAN RAFAEL,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,22,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2020
BUCARAMANGA - CM,09/10/2020,03. SAN FRANCISCO,SAN RAFAEL,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,32,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2020
BUCARAMANGA - CM,09/10/2020,03. SAN FRANCISCO,CHAPINERO,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,20,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2020
BUCARAMANGA - CM,10/05/2020,03. SAN FRANCISCO,SAN RAFAEL,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,20,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 2,2020
BUCARAMANGA - CM,11/09/2020,03. SAN FRANCISCO,COMUNEROS,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,28,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 1,2020
BUCARAMANGA - CM,11/09/2020,03. SAN FRANCISCO,COMUNEROS,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,29,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2020
BUCARAMANGA - CM,11/12/2020,02. NORORIENTAL,OLAS II,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,21,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2020
BUCARAMANGA - CM,12/11/2020,03. SAN FRANCISCO,CHAPINERO,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,47,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 2,2020
BUCARAMANGA - CM,12/12/2020,03. SAN FRANCISCO,SAN RAFAEL,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,22,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2020
BUCARAMANGA - CM,12/12/2020,03. SAN FRANCISCO,SAN RAFAEL,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,28,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2020
BUCARAMANGA - CM,12/12/2020,03. SAN FRANCISCO,SAN RAFAEL,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,20,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2020
BUCARAMANGA - CM,13/09/2020,03. SAN FRANCISCO,CHAPINERO,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,26,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 2,2020
BUCARAMANGA - CM,13/10/2020,03. SAN FRANCISCO,COMUNEROS,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,23,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 2,2020
BUCARAMANGA - CM,13/10/2020,03. SAN FRANCISCO,COMUNEROS,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,19,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 2,2020
BUCARAMANGA - CM,13/10/2020,03. SAN FRANCISCO,COMUNEROS,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,55,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 2,2020
BUCARAMANGA - CM,13/10/2020,03. SAN FRANCISCO,COMUNEROS,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,27,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 2,2020
BUCARAMANGA - CM,13/12/2020,03. SAN FRANCISCO,SAN RAFAEL,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,19,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2020
BUCARAMANGA - CM,14/09/2020,03. SAN FRANCISCO,SAN RAFAEL,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,24,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2020
BUCARAMANGA - CM,15/11/2020,03. SAN FRANCISCO,SAN RAFAEL,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,41,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 2,2020
BUCARAMANGA - CM,15/11/2020,03. SAN FRANCISCO,SAN RAFAEL,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,26,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 2,2020
BUCARAMANGA - CM,15/11/2020,03. SAN FRANCISCO,COMUNEROS,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,35,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 2,2020
BUCARAMANGA - CM,15/11/2020,03. SAN FRANCISCO,COMUNEROS,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,31,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 2,2020
BUCARAMANGA - CM,15/11/2020,03. SAN FRANCISCO,COMUNEROS,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,32,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 2,2020
BUCARAMANGA - CM,15/12/2020,03. SAN FRANCISCO,CHAPINERO,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,25,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2020
BUCARAMANGA - CM,15/12/2020,03. SAN FRANCISCO,CHAPINERO,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,30,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2020
BUCARAMANGA - CM,16/09/2020,03. SAN FRANCISCO,COMUNEROS,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,27,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 1,2020
BUCARAMANGA - CM,16/11/2020,03. SAN FRANCISCO,EL CINAL,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,30,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 1,2020
BUCARAMANGA - CM,16/11/2020,03. SAN FRANCISCO,EL CINAL,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,23,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 1,2020
BUCARAMANGA - CM,16/12/2020,03. SAN FRANCISCO,SAN RAFAEL,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,34,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 1,2020
BUCARAMANGA - CM,16/12/2020,03. SAN FRANCISCO,SAN RAFAEL,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,34,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 4,2020
BUCARAMANGA - CM,16/12/2020,03. SAN FRANCISCO,CHAPINERO,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,25,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2020
BUCARAMANGA - CM,17/09/2020,03. SAN FRANCISCO,CHAPINERO,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,22,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2020
BUCARAMANGA - CM,17/09/2020,03. SAN FRANCISCO,COMUNEROS,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,26,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2020
BUCARAMANGA - CM,17/09/2020,03. SAN FRANCISCO,SAN RAFAEL,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,52,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 2,2020
BUCARAMANGA - CM,17/12/2020,02. NORORIENTAL,VILLA MERCEDES,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,21,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 2,2020
BUCARAMANGA - CM,17/12/2020,02. NORORIENTAL,OLAS II,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,19,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2020
BUCARAMANGA - CM,18/05/2020,03. SAN FRANCISCO,SAN RAFAEL,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,20,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 2,2020
BUCARAMANGA - CM,18/06/2020,02. NORORIENTAL,LA INDEPENDENCIA,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,37,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 2,2020
BUCARAMANGA - CM,18/08/2020,03. SAN FRANCISCO,SAN RAFAEL,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,35,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 2,2020
BUCARAMANGA - CM,18/09/2020,03. SAN FRANCISCO,SAN RAFAEL,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,22,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 6,2020
BUCARAMANGA - CM,18/10/2020,02. NORORIENTAL,VILLA MERCEDES,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,22,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 2,2020
BUCARAMANGA - CM,18/11/2020,02. NORORIENTAL,LA JUVENTUD,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,44,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 2,2020
BUCARAMANGA - CM,18/11/2020,03. SAN FRANCISCO,CHAPINERO,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,25,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 2,2020
BUCARAMANGA - CM,18/12/2020,03. SAN FRANCISCO,CHAPINERO,Art. 27 - Comportamientos que ponen en riesgo la vida e integridad,40,Cap. 1 - VIDA E INTEGRIDAD DE LAS PERSONAS,Num. 1,2020
BUCARAMANGA - CM,18/12/2020,03. SAN FRANCISCO,COMUNEROS,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,25,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 2,2020
BUCARAMANGA - CM,19/05/2020,03. SAN FRANCISCO,SAN RAFAEL,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,19,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 2,2020
BUCARAMANGA - CM,19/08/2020,03. SAN FRANCISCO,COMUNEROS,Art. 35 - Comportamientos que afectan las relaciones entre las personas y las autoridades,33,Cap. 2 - DE LOS ESTABLECIMIENTOS EDUCATIVOS,Num. 2,2020
